age;gender;employ;emplyoment_change;current_country;live_in_home_country;family_status;fami_cor;living_situation;livwadu;livwchi;time_leisure;gam_freq;beh_ch_general;beh_ch_single_player;beh_ch_coll;beh_ch_comp;beh_ch_conn;motives_play_1;motives_play_2;motives_play_3;motives_play_4;motives_play_5;motives_play_6;motives_play_7;motives_play_8;motives_play_9;motives_play_10;motives_play_11;motives_play_12;motives_play_13;motives_play_14;motives_play_15;motives_play_16;motives_play_17;motives_play_18;motives_play_19;motives_play_20;motives_play_21;motives_play_22;motives_play_23;motives_play_24;motives_play_25;loneliness_1;loneliness_2;loneliness_3;loneliness_4;loneliness_5;loneliness_6;loneliness_7;loneliness_8;loneliness_9;loneliness_10;loneliness_11;loneliness_12;loneliness_13;loneliness_14;loneliness_15;loneliness_16;loneliness_17;loneliness_18;loneliness_19;loneliness_20;loneliness_21;loneliness_1_rec;loneliness_5_rec;loneliness_6_rec;loneliness_10_rec;loneliness_11_rec;loneliness_16_rec;loneliness_17_rec;loneliness_20_rec;loneliness_21_rec;MOT_social;MOT_escape;MOT_competition;MOT_coping;MOT_skill;MOT_fantasy;Loneliness_sum
33;2;3; ;Germany;2;1;1;2;1;0;3;4;1;1;1;1;1;2;1;4;4;4;4;2;1;4;3;4;1;3;1;3;1;4;1;2;1;1;4;1;4;3;3;1;1;1;4;3;4;1;3;4;4;2;1;1;1;4;4;1;2;4;4;2;1;2;1;1;1;1;1;1;2,25;1;3,75;2,25;4;2,25;26
24;2;3; ;Germany;2;2;1;2;1;0;4;4;4;2;4;3;3;1;3;2;3;1;3;1;3;4;4;1;2;3;2;1;1;1;4;5;1;2;2;3;1;4;4;2;1;2;4;3;4;1;2;3;3;1;1;1;1;4;4;3;1;4;4;1;1;2;2;2;1;1;1;1;2,5;2,5;2,25;2,75;1;3,25;28
31;2;3; ;Germany;2;2;2;2;0;0;4;4;3;3;3;3;3;2;2;2;2;3;1;2;2;4;2;4;1;1;1;2;2;4;1;1;1;1;2;2;2;3;3;2;1;1;3;3;4;1;3;4;3;1;1;1;2;4;3;3;1;4;4;2;2;2;1;2;1;2;1;1;1,5;1,5;2,5;2;3,25;1,5;31
30;1;3; ;Germany;2;1;1;3;0;0;3;4;3;3;3;3;3;1;5;2;5;5;1;2;5;5;5;5;1;2;5;2;1;5;2;2;1;1;1;5;5;5;3;3;1;3;4;4;4;3;1;3;4;2;1;1;4;2;4;2;3;4;4;2;1;1;2;1;3;1;1;1;1,75;4;2,5;4;5;2,25;37
29;2;3; ;Japan;1;1;2;1;0;0;3;4;3;3;3;3;3;1;5;5;3;1;1;1;5;5;1;1;1;1;5;5;1;1;1;1;1;3;4;1;1;1;2;2;3;3;1;1;4;4;4;1;1;2;3;3;3;2;1;4;3;2;2;3;4;4;4;4;3;4;3;3;1;4,5;4,75;1,5;1;1;66
25;2;3; ;Germany;2;1;1;2;2;0;4;4;4;3;4;3;3;1;3;4;2;1;1;2;1;4;3;1;1;2;3;2;1;1;1;2;1;1;2;4;1;4;3;2;1;2;4;3;4;1;1;4;3;1;1;1;1;4;3;3;1;4;4;2;1;2;1;2;1;2;1;1;1,75;2;3;2,5;1;1,75;28
30;2;3; ;Germany;2;2;3;2;1;0;4;4;4;3;4;3;3;2;4;3;2;2;4;2;2;4;4;2;2;2;3;3;1;4;2;2;1;1;2;2;3;3;4;2;1;2;3;3;4;2;3;3;3;2;2;1;2;4;4;2;2;4;4;1;2;2;2;2;1;1;1;1;2;2,5;3;2,25;2,75;2,75;34
29;2;3; ;Germany;2;2;1;2;1;0;4;4;3;3;5;3;5;1;4;2;4;3;2;3;2;2;3;2;3;3;2;2;1;2;3;2;1;3;2;3;2;4;3;2;1;1;3;2;4;2;3;3;3;3;2;1;1;3;4;3;3;3;3;2;2;3;2;2;2;1;2;2;2,25;2,75;2;2,75;2,25;3;40
24;2;2; ;Germany;2;1;2;3;0;0;4;4;4;3;3;5;3;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;4;2;2;2;4;3;4;2;2;3;3;2;2;2;2;4;4;3;2;4;2;1;1;2;2;2;1;1;1;3;1;1;1;1,5;1;1,5;37
25;2;3; ;Germany;2;2;2;2;1;0;4;4;4;3;4;4;5;2;2;4;2;3;1;5;1;3;3;4;1;4;1;2;1;4;1;5;1;1;2;2;4;4;4;3;1;1;3;3;4;3;1;4;3;2;2;1;1;4;4;1;2;4;4;1;2;2;1;2;1;1;1;1;4;1,25;2,75;2;3,75;1,75;30
35;2;3; ;Germany;2;2;1;3;1;0;4;4;5;5;3;3;3;1;2;2;2;1;1;1;3;2;3;1;1;1;3;1;2;1;1;1;1;2;2;2;1;4;3;3;2;2;1;3;4;4;3;3;2;1;1;3;4;4;3;4;2;3;3;2;4;2;2;3;1;2;2;2;1;2,5;1,75;2,25;1;1,75;49
36;2;3; ;Germany;2;2;1;2;0;0;4;4;4;4;3;3;3;1;2;2;1;2;4;1;1;1;2;2;1;1;2;1;1;2;1;1;1;1;1;2;2;4;3;3;1;1;2;2;4;2;3;4;4;1;1;2;2;3;2;2;2;2;2;2;3;3;1;1;2;3;3;3;1;1,5;1,25;1,5;2;2,5;41
27;2;6;5;Germany;2;2;1;2;1;0;5;4;4;4;5;4;5;2;4;2;4;4;2;2;3;2;3;3;3;3;3;1;1;4;3;3;1;2;2;2;3;4;4;3;3;3;4;3;4;2;3;4;3;2;2;2;3;4;3;3;3;4;4;1;1;2;1;2;1;2;1;1;2,5;3;1,75;2,5;3,5;3;41
52;2;3; ;Lithuania;1;2;2;2;0;0;3;4;3;1;4;3;3;1;2;1;3;4;2;1;2;4;1;3;2;1;2;3;1;3;2;1;1;2;2;2;3;4;3;1;1;1;2;2;4;3;4;3;2;1;3;2;1;3;3;2;3;3;2;2;3;3;2;3;2;2;2;3;1;2;2,5;1,75;3,25;2,5;44
36;2;3; ;Germany;2;2;1;3;1;0;4;4;4;3;4;3;4;1;2;2;4;4;2;2;3;4;4;4;2;2;2;2;2;4;3;2;1;2;2;4;4;3;3;3;1;2;3;3;4;3;2;3;3;1;2;2;2;3;3;3;2;3;3;2;2;2;2;2;2;2;2;2;1,75;2,25;2,5;3,5;4;2,5;41
35;2;3; ;Luxembourg;2;2;1;2;1;0;4;4;4;4;4;4;4;1;4;2;4;2;1;1;2;2;4;3;2;3;3;2;1;3;3;3;1;2;3;3;3;5;3;3;1;2;4;3;4;3;3;3;3;2;2;2;2;4;3;3;2;4;4;2;1;2;2;2;1;2;1;1;2;2,75;2,25;3;2,75;2,75;39
26;2;2; ;Germany;2;1;3;3;0;0;5;4;5;5;5;1;5;1;3;3;4;3;1;1;2;4;4;2;1;2;3;2;1;1;3;4;1;2;5;5;3;1;4;4;3;3;3;3;4;3;2;4;3;2;2;3;2;4;3;2;2;3;3;1;2;2;1;2;1;2;2;2;2;2,5;3,5;3,5;2,25;1,5;43
32;2;3; ;Germany;2;1;1;2;0;0;4;4;4;3;3;4;5;2;1;4;4;4;4;3;2;2;3;4;2;4;2;2;2;4;2;5;1;1;2;2;4;2;1;3;2;2;2;2;4;3;3;3;2;2;3;3;3;2;2;2;3;4;4;4;3;3;2;3;3;3;1;1;3,5;1,5;2,5;2,75;4;2,5;52
32;2;6; ;Germany;2;1;3;1;1;0;4;4;2;3;3;3;2;1;2;1;2;2;1;1;3;2;2;2;1;1;3;2;1;2;1;1;1;1;1;1;2;1;1;1;3;2;1;1;4;4;3;2;1;2;4;4;2;2;1;4;3;1;1;4;4;4;3;4;3;4;4;4;1;2,25;1,5;1,5;2;1;66
26;2;3; ;Germany;2;1;3;2;0;0;4;4;3;3;3;3;3;1;2;1;2;1;3;1;2;2;2;1;2;1;2;1;1;1;1;2;1;1;1;1;1;2;3;3;3;3;4;3;4;3;2;2;3;2;2;2;2;2;3;3;3;4;3;2;1;2;3;2;3;2;1;2;1,25;1,75;1,25;1,5;1;2;46
46;2;3; ;Germany;2;2;2;2;1;0;4;4;4;5;3;3;3;2;5;2;4;5;5;2;4;2;5;5;4;2;5;2;1;5;4;2;1;1;1;5;4;5;4;2;1;1;4;4;4;1;2;4;4;1;1;1;1;4;4;3;1;4;4;1;1;1;1;1;1;1;1;1;2;3,75;1,75;3,75;4,75;4,5;24
38;2;3; ;Germany;2;2;1;2;1;3;4;4;3;3;3;5;3;1;2;2;2;2;2;2;1;3;3;1;1;1;2;1;2;1;2;1;1;1;2;2;1;2;4;2;1;1;3;3;4;2;3;4;3;1;2;2;1;1;4;2;2;3;3;1;2;2;1;2;4;1;2;2;1,25;1,5;2;2,25;1,25;1,75;36
34;4;5; ;Germany;2;2;1;2;0;0;4;4;4;4;4;4;5;1;2;2;2;1;4;2;2;2;2;1;2;2;2;1;1;1;2;2;1;1;2;2;1;4;3;3;2;2;4;3;4;2;3;3;3;2;1;2;1;4;4;3;2;4;4;2;1;2;2;2;1;1;1;1;1,75;1,75;1,75;1,75;1;3;36
18;2;3; ;Germany;2;1;2;1;3;0;4;4;3;3;3;3;3;1;5;2;5;2;2;2;5;3;5;4;4;1;5;1;1;1;3;4;1;5;5;5;2;5;2;3;3;4;3;3;4;3;3;2;2;3;3;4;3;1;1;4;3;4;4;3;2;2;3;3;4;4;1;1;2;5;2,75;4;2,25;3,5;59
34;2;3; ;Germany;2;2;2;1;0;0;4;4;3;3;3;3;3;2;2;4;4;4;1;2;2;4;4;4;4;5;3;4;2;4;4;4;1;2;3;3;4;5;3;2;1;1;4;3;4;1;3;3;3;1;1;2;1;4;4;2;1;4;4;2;1;2;2;2;1;1;1;1;3,25;2,25;3,75;3,25;4;3,5;29
31;2;3; ;Austria;2;1;2;1;0;0;4;4;3;3;3;3;3;1;1;4;4;4;4;1;1;4;4;4;1;1;1;1;1;4;1;1;1;1;4;4;4;4;3;1;1;1;2;1;4;1;2;4;4;4;3;4;1;4;4;2;3;4;4;2;3;4;1;1;1;1;1;1;1;1;3,25;3,25;4;2,5;38
27;2;2; ;Germany;2;2;2;2;1;1;4;4;2;3;4;4;3;1;4;4;5;4;1;1;1;2;5;5;1;3;1;3;3;4;1;2;1;1;1;4;4;5;2;2;1;1;3;2;4;2;3;3;3;1;1;2;1;4;4;4;1;4;4;3;2;3;2;2;1;1;1;1;1,75;1,75;2,5;4,25;4,25;2;35
37;2;4; ;Germany;2;1;1;2;0;0;4;4;2;3;3;3;3;2;5;2;5;5;4;2;1;2;5;5;2;2;2;1;2;4;4;4;1;2;2;4;5;4;3;3;2;1;3;3;4;2;2;3;3;2;2;2;2;3;3;4;2;3;3;2;2;2;2;2;2;2;2;2;2,5;2,5;1,75;4;4,75;3,5;42
35;2;3; ;Germany;2;2;3;3;1;1;4;4;2;3;2;3;2;2;4;3;4;3;3;4;4;2;4;1;2;3;4;2;1;2;2;2;1;3;2;4;3;4;3;2;1;1;3;4;4;1;1;3;3;1;1;1;3;3;4;2;2;4;4;2;2;1;2;2;2;1;1;1;2,75;3,75;2,25;3,25;2,25;2,75;30
26;2;3; ;Germany;2;2;2;2;1;0;4;4;4;3;5;3;5;1;2;2;4;3;5;2;2;1;4;2;2;4;3;1;2;1;2;2;1;2;1;3;2;5;3;2;1;1;4;3;4;2;3;3;4;1;1;2;2;4;3;2;3;4;4;2;1;2;2;1;1;2;1;1;2,25;2,25;1,25;3,25;2;3,5;33
35;1;3; ;Austria;2;1;2;2;0;0;4;4;4;4;3;4;4;1;2;2;2;2;2;2;2;3;3;2;1;2;2;2;1;2;2;2;1;1;2;3;2;4;3;2;1;2;4;4;4;2;2;4;3;2;1;1;2;4;4;3;3;4;4;2;1;1;1;2;1;1;1;1;1,75;1,75;2,25;2,25;2;2,25;32
19;2;1; ;Germany;2;2;1;1;3;0;5;4;4;3;3;3;3;1;4;4;4;4;4;1;4;3;4;5;2;3;3;3;2;4;1;1;1;2;2;2;3;2;3;4;2;2;2;2;4;2;2;3;3;3;2;2;3;3;3;3;3;3;2;2;3;3;2;2;2;2;2;3;1,5;3,25;3;3;4;2,25;49
49;2;3; ;Germany;2;2;1;3;1;2;3;4;4;4;3;3;3;1;2;4;4;1;1;1;2;4;4;1;1;1;2;1;1;2;2;1;1;1;2;4;1;4;3;2;1;2;3;4;4;3;3;2;3;2;2;1;2;4;4;3;3;4;4;2;2;1;3;2;1;1;1;1;1;1,75;2,75;3,25;1,25;2;38
55;2;5; ;Germany;2;2;1;3;2;0;4;4;4;4;3;3;3;1;2;2;4;4;1;1;1;2;5;4;1;1;1;1;1;5;1;1;1;2;2;5;5;2;4;3;3;3;3;3;4;2;2;3;3;2;1;2;2;4;4;2;2;4;4;1;2;2;2;2;1;1;1;1;1;1,5;1,75;3,75;4,5;1,25;37
26;2;2; ;Germany;2;2;2;2;2;0;4;4;4;4;4;4;5;1;2;3;1;2;1;1;2;3;1;2;1;3;1;4;1;2;1;2;1;1;3;2;1;1;3;2;2;2;3;3;4;2;3;3;3;2;2;3;2;3;2;3;2;2;3;2;2;2;2;2;2;3;3;2;1,75;1,5;3,25;1,25;1,75;1;45
25;2;3; ;Austria;2;2;2;2;0;0;4;4;5;5;5;5;5;1;1;4;5;3;4;4;2;3;3;3;3;5;1;1;1;2;3;4;1;1;1;4;3;5;3;3;1;1;4;3;4;3;2;3;3;1;1;1;3;3;4;1;2;4;4;2;1;2;2;2;2;1;1;1;3,5;1,25;2,25;3,25;2,75;3,75;33
35;2;5; ;Germany;2;4;1;3;1;2;3;4;4;2;4;3;5;2;1;2;4;4;4;2;1;1;3;4;1;3;1;1;1;3;2;2;1;1;1;2;4;4;4;2;2;2;4;2;4;2;3;4;4;2;2;3;1;4;3;2;3;4;4;1;1;3;1;1;1;2;1;1;2,25;1;1,25;2,5;3,75;2,75;36
53;2;3; ;Germany;2;1;2;2;4;0;4;4;3;3;3;3;3;1;2;1;2;2;2;1;2;3;4;1;1;1;2;1;1;2;1;1;1;1;1;2;2;2;3;2;2;2;3;3;4;2;3;3;3;2;2;1;1;3;3;3;2;3;3;2;2;2;2;2;2;2;2;2;1;1,75;1,5;2,25;1,75;1,5;40
36;1;3; ;Germany;2;2;2;2;1;0;3;4;5;5;4;3;3;1;2;1;2;1;2;1;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;3;1;2;4;3;4;2;3;2;3;3;1;1;1;4;4;1;2;4;4;3;1;2;3;2;1;1;1;1;1,25;2;1,5;2;1,75;2;35
44;1;3; ;Germany;2;4;2;2;1;0;4;4;4;4;3;3;3;1;5;4;2;1;1;1;2;2;2;1;1;1;2;1;1;1;1;1;1;2;1;2;1;1;2;3;2;1;4;2;4;2;2;2;2;1;2;2;2;3;3;4;2;3;4;3;1;3;3;3;2;2;2;1;1;2,75;2;1,75;1;1;43
34;1;6; ;Germany;2;2;3;2;1;3;2;4;1;1;2;1;1;1;5;2;4;3;2;1;5;2;3;2;3;2;5;1;2;2;3;1;1;4;2;4;2;5;2;1;4;4;1;2;4;2;2;2;2;3;2;4;3;2;2;3;3;2;2;3;4;3;3;3;3;3;3;3;1,25;4,75;1,75;3,25;2,25;3,25;59
25;1;2; ;Germany;2;1;2;2;3;0;4;4;5;5;3;3;3;1;2;2;2;2;1;1;2;3;3;1;1;1;2;1;1;2;1;1;1;2;2;2;2;2;3;3;2;2;3;3;4;3;2;4;3;3;2;1;1;4;3;2;3;3;3;2;2;2;1;2;1;2;2;2;1;2;2;2;1,75;1,25;40
68;2;7; ;Germany;2;1;1;2;0;0;4;4;3;3;3;3;3;1;2;1;2;4;1;1;2;4;4;4;1;1;4;1;1;4;1;1;1;2;1;2;4;1;4;4;3;3;3;2;4;4;3;3;2;2;2;3;4;2;3;3;3;3;3;1;2;3;2;3;3;2;2;2;1;2,5;1,75;2,25;4;1;54
32;2;3; ;Austria;2;1;1;1;0;0;4;4;3;3;3;3;3;1;3;4;5;1;4;1;3;3;5;2;2;3;2;2;1;2;4;5;1;2;3;4;3;4;3;2;1;1;3;3;4;2;3;3;3;2;1;1;1;4;4;3;3;4;4;2;2;2;2;2;1;1;1;1;2,5;2,5;3;3,75;2;3,5;34
23;2;2; ;Germany;2;2;1;2;2;0;4;4;3;3;4;4;5;1;1;5;1;1;5;3;1;2;1;1;1;2;1;2;1;2;1;2;1;1;2;1;2;3;3;2;1;1;4;4;4;2;2;2;3;2;1;1;1;3;3;3;2;4;4;2;1;1;3;2;2;2;1;1;2;1;2,75;1;1,5;2,5;33
27;1;2; ;Germany;2;1;2;2;3;0;4;4;4;4;4;3;3;1;4;1;5;4;1;1;5;3;5;4;2;1;5;2;1;3;2;1;1;3;1;4;2;3;3;3;4;3;2;2;4;3;4;3;3;3;3;3;3;2;1;4;3;2;1;2;3;3;2;2;3;4;3;4;1;4,25;1,75;3,75;3,25;2;62
22;1;2; ;Germany;2;2;1;2;0;0;4;4;2;4;2;3;1;1;4;3;5;3;5;3;4;3;5;3;1;2;4;1;2;1;1;3;1;2;3;2;2;5;3;3;2;1;4;3;4;2;3;3;4;2;1;1;1;3;4;3;2;4;4;2;1;2;2;1;2;1;1;1;2,25;3,5;2,5;3,5;2,25;3;34
36;2;3; ;Germany;2;1;1;2;1;1;3;4;4;4;5;3;4;1;4;4;4;1;4;5;5;3;5;4;1;4;5;2;2;3;4;4;1;4;2;4;2;5;3;3;2;2;4;3;4;2;2;4;4;2;2;1;2;4;4;1;2;4;4;2;1;2;1;1;1;1;1;1;3,5;4,5;2,75;3,75;2,5;3,5;32
23;1;3; ;Germany;2;1;1;2;4;0;4;4;3;3;1;1;1;1;1;2;2;2;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;3;2;1;1;4;4;4;1;2;4;3;1;1;1;1;4;4;3;3;4;4;2;1;1;1;2;1;1;1;1;1,25;1;1,25;1,5;1,25;1,25;28
69;2;7; ;Germany;1;2;1;2;1;0;4;4;3;3;3;3;3;1;2;3;2;4;1;1;1;2;3;4;1;2;1;1;2;4;1;1;1;2;1;3;4;2;3;2;1;1;4;4;4;3;3;3;3;1;1;1;1;4;4;3;3;4;4;2;1;1;2;2;1;1;1;1;1,25;1,5;1,75;2,5;4;1,25;32
26;1;2; ;Austria;2;2;3;2;1;0;4;5;3;2;4;2;4;2;3;4;2;3;2;2;2;4;5;4;1;3;2;2;1;4;1;2;1;1;4;3;4;4;4;3;1;1;3;4;4;3;1;3;3;2;1;1;3;4;4;3;1;4;4;1;2;1;2;2;1;1;1;1;2,25;2;3,5;2,75;3,75;2;32
21;2;2; ;Germany;2;2;3;2;2;0;4;5;4;3;4;4;5;2;3;1;4;3;5;3;1;1;5;2;1;5;1;1;3;2;1;3;1;1;2;3;2;5;4;2;1;1;4;2;4;2;3;4;4;1;1;2;1;4;2;1;2;4;4;1;1;3;1;1;1;3;1;1;3,25;1,5;1,25;3,75;2,25;3;30
42;2;3; ;Germany;2;2;2;2;1;1;4;5;3;3;3;3;3;1;2;2;3;3;3;1;2;3;4;2;1;1;1;1;2;3;1;1;1;1;1;2;3;4;3;1;1;1;4;3;4;1;2;3;3;1;1;1;1;4;4;2;1;4;4;2;1;2;2;2;1;1;1;1;1;1,5;1,75;2,75;2,75;2,25;26
30;2;3; ;Germany;2;2;2;2;1;0;4;5;4;4;5;3;4;1;4;4;4;5;1;3;3;4;5;4;1;3;3;2;2;4;1;3;1;2;2;4;4;3;4;2;1;1;4;3;4;3;3;3;3;1;2;1;2;4;4;2;2;4;4;1;1;2;2;2;1;1;1;1;2,5;3;3;3,75;4,25;1,5;32
23;3;3; ;Germany;2;1;3;2;2;0;4;5;4;3;4;3;4;1;2;1;2;2;3;2;2;2;3;1;2;1;2;1;1;1;2;1;1;2;2;2;2;3;2;2;2;3;3;2;4;3;3;4;3;1;2;2;3;3;3;3;2;4;4;3;2;3;1;2;2;2;1;1;1,25;2;1,5;2;1,5;2,5;43
33;2;3; ;Germany;2;2;1;3;2;0;4;5;5;5;3;3;3;1;4;1;4;2;1;1;2;1;4;1;1;1;3;1;2;3;2;1;1;3;1;3;2;5;2;4;1;2;2;3;4;3;2;4;2;1;1;1;1;4;4;2;2;4;4;3;3;2;1;3;1;1;1;1;1;3;1;3,25;2;2,25;36
34;2;3; ;Germany;2;2;3;2;1;0;4;5;4;3;5;3;3;1;4;2;4;4;2;1;1;2;5;2;3;2;2;2;2;1;2;2;1;2;1;4;3;4;3;2;1;1;3;3;4;2;2;3;4;2;1;1;2;4;4;3;3;4;4;2;2;2;2;1;1;1;1;1;1,5;2,25;1,75;3,75;2,5;2,75;33
34;1;3; ;Germany;2;2;1;2;1;0;4;5;4;3;3;3;3;1;1;1;2;2;1;1;1;2;4;2;1;1;2;1;1;1;1;3;1;1;1;2;1;1;3;2;1;1;4;3;4;1;3;3;4;2;1;1;1;4;4;4;3;4;4;2;1;2;2;1;1;1;1;1;1,5;1,25;1,25;2,25;1,5;1;32
30;2;3; ;Germany;2;1;2;3;0;0;4;5;4;4;2;1;4;2;4;2;4;3;4;4;2;1;3;2;2;4;2;2;2;3;2;3;1;2;2;2;2;4;3;3;2;3;3;3;4;2;2;3;3;2;2;3;3;4;3;3;2;4;4;2;2;2;2;2;1;2;1;1;3,25;2,5;1,75;2,75;2,5;3;42
28;3;6;3;Germany;2;1;1;3;2;0;4;5;4;2;4;1;5;1;2;2;4;1;4;2;4;2;5;2;5;2;5;2;1;4;5;2;1;3;1;2;2;5;3;3;2;2;4;3;4;3;3;2;3;2;1;1;1;4;4;2;3;4;4;2;1;2;3;2;1;1;1;1;1,75;3,5;1,75;3;2,25;4,75;37
37;2;3; ;Germany;2;1;2;2;0;0;4;5;4;3;4;2;4;1;2;2;2;2;2;3;2;2;4;2;1;4;2;2;1;2;2;2;1;2;2;4;2;2;3;2;2;2;3;2;4;2;3;2;3;2;1;2;2;4;3;4;2;4;4;2;2;3;3;2;1;2;1;1;2,5;2;2;2,75;2;1,75;41
53;2;3; ;Germany;2;2;1;2;1;0;4;5;4;4;4;3;3;2;3;3;3;2;2;4;3;2;3;3;2;3;2;2;1;2;2;2;1;2;2;2;2;4;3;2;1;1;3;3;4;2;2;3;3;1;1;1;1;4;3;2;2;4;4;2;2;2;2;2;1;2;1;1;2,75;2,5;2,25;2,25;2,25;2,5;31
29;2;3; ;Germany;2;2;2;2;1;0;3;5;4;3;3;3;3;2;3;2;4;2;1;4;2;1;5;1;1;2;2;1;1;2;2;2;1;2;1;4;1;4;2;1;3;2;3;2;4;3;3;2;2;2;3;4;3;3;3;4;4;2;3;3;2;3;3;3;2;2;3;2;2,5;2,25;1,25;3,5;1,5;2;55
37;2;3; ;Germany;2;2;2;2;3;1;4;5;3;3;3;3;3;1;1;5;2;1;3;1;1;2;3;2;1;1;1;1;1;1;1;1;1;1;1;3;2;4;4;1;1;1;4;4;4;1;2;4;4;1;1;1;1;4;4;2;1;4;4;1;1;1;1;1;1;1;1;1;1;1;2,25;2,25;1,5;2,25;22
36;2;4; ;Germany;2;2;3;2;1;1;4;5;2;3;3;3;3;1;4;1;4;4;5;1;5;5;5;4;5;5;5;1;1;4;5;2;1;2;1;5;4;5;4;3;2;2;3;4;4;2;3;4;2;2;1;2;2;4;2;2;3;3;3;1;2;1;1;3;1;3;2;2;2,25;4;2;3,75;4;5;40
30;2;3; ;Germany;2;2;1;2;1;0;4;5;4;3;3;3;3;1;2;2;2;4;2;2;2;2;3;2;1;1;2;1;1;2;1;1;1;2;1;2;2;4;4;2;1;1;3;3;4;2;3;4;4;2;2;1;1;4;4;2;3;4;4;1;2;2;1;1;1;1;1;1;1,25;2;1,5;2;2,5;2;31
29;2;3; ;Germany;2;2;3;2;1;0;4;5;4;3;5;5;5;1;4;4;5;5;2;3;1;5;5;5;2;2;2;5;1;3;2;4;1;1;5;1;4;2;4;2;2;2;4;3;4;2;3;3;3;1;2;2;2;4;3;2;2;4;4;1;1;2;2;2;1;2;1;1;2,5;2;4,75;3;4,25;2;35
38;2;4; ;Germany;2;1;1;2;0;0;4;5;4;3;3;4;3;1;2;3;2;1;1;1;2;3;3;1;1;3;1;1;1;1;1;2;1;2;2;2;1;3;3;2;2;2;3;3;4;2;3;3;3;1;1;1;1;3;3;3;2;3;3;2;2;2;2;2;2;2;2;2;1,75;1,75;2,25;2;1;1,5;38
33;2;3; ;Germany;2;2;1;2;1;0;4;5;4;4;3;3;3;1;1;1;1;1;2;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;3;1;1;1;2;2;4;2;2;3;3;2;1;1;1;3;4;3;1;4;4;2;3;3;2;2;2;1;1;1;1;1;1,75;1;1;2,25;33
34;2;3; ;Germany;2;2;1;2;1;0;4;5;4;3;4;3;5;1;4;2;3;2;4;3;4;1;5;2;2;3;4;1;2;2;3;3;1;2;1;2;2;4;3;2;1;1;4;4;4;2;2;2;2;1;1;1;1;2;4;3;1;4;4;2;1;1;3;3;3;1;1;1;2,5;3,5;1,25;3;2;3,25;32
27;2;2;4;Austria;2;1;1;2;0;0;4;5;4;2;5;5;5;1;1;4;3;3;1;1;1;3;3;3;1;1;1;3;1;3;1;5;1;1;3;2;3;1;3;3;3;2;4;3;4;2;1;3;3;1;2;4;2;4;1;3;2;4;4;2;1;2;2;2;1;4;1;1;2;1;3,25;2,25;3;1;41
25;2;2; ;Germany;2;1;3;2;2;0;4;5;4;3;3;3;3;1;1;1;3;2;1;1;1;1;4;2;1;2;1;1;1;1;1;1;1;1;1;1;1;2;4;3;2;2;4;4;4;1;2;4;4;1;1;1;1;4;4;2;1;4;4;1;1;1;1;1;1;1;1;1;1,25;1;1;2,25;1,5;1,25;26
19;2;2; ;Germany;2;1;2;3;3;0;4;5;4;4;3;3;3;1;2;1;2;2;4;1;2;2;2;2;1;1;2;1;2;2;2;1;1;1;1;2;2;3;4;2;2;2;4;3;4;3;2;3;2;2;1;2;2;4;3;4;2;4;4;1;1;2;2;3;1;2;1;1;1;1,75;1,25;2;2;2,5;38
32;2;3; ;Germany;2;2;1;2;3;0;4;5;4;3;3;3;3;1;1;2;2;2;2;1;1;3;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;3;4;2;1;1;3;3;4;2;2;3;3;1;2;1;1;4;4;2;2;4;4;1;2;2;2;2;1;1;1;1;1,5;1;2;1,75;2;2,25;30
35;2;3; ;Germany;2;2;2;3;1;0;4;5;4;4;3;4;4;2;2;4;2;4;2;3;1;2;2;4;1;3;1;1;1;4;2;2;1;1;2;2;4;2;4;2;1;1;2;3;4;2;3;3;3;2;2;1;2;3;4;2;2;4;4;1;3;2;2;2;2;1;1;1;2,5;1,25;2,25;1,75;4;1,75;35
34;2;3; ;Germany;2;2;2;2;1;1;3;5;3;3;3;3;2;2;1;5;2;1;4;2;1;1;2;2;1;1;5;1;1;1;1;1;1;1;1;1;1;5;3;1;1;1;4;3;4;3;3;2;4;2;1;1;1;2;2;2;3;2;4;2;1;2;3;1;3;3;3;1;1,5;2;2;1,5;1,25;2,75;38
29;2;3; ;Germany;2;2;2;2;0;0;4;5;4;4;4;3;4;1;1;2;4;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;5;4;3;1;1;4;3;4;3;2;4;1;2;1;1;1;4;4;3;1;4;4;1;1;2;1;4;1;1;1;1;1;1;1,25;2,25;1,5;2;32
24;2;2; ;Germany;2;1;1;2;1;0;4;5;4;5;4;4;3;1;2;3;4;4;4;1;2;2;5;3;2;4;1;1;1;4;1;2;1;2;3;2;5;5;4;1;1;1;3;4;4;1;2;4;4;1;1;1;1;4;4;2;1;4;4;1;2;1;1;1;1;1;1;1;2;1,75;2,25;3;4;3;23
