age;gender;employ;emplyoment_change;current_country;live_in_home_country;family_status;fami_cor;living_situation;livwadu;livwchi;time_leisure;gam_freq;beh_ch_general;beh_ch_single_player;beh_ch_coll;beh_ch_comp;beh_ch_conn;motives_play_1;motives_play_2;motives_play_3;motives_play_4;motives_play_5;motives_play_6;motives_play_7;motives_play_8;motives_play_9;motives_play_10;motives_play_11;motives_play_12;motives_play_13;motives_play_14;motives_play_15;motives_play_16;motives_play_17;motives_play_18;motives_play_19;motives_play_20;motives_play_21;motives_play_22;motives_play_23;motives_play_24;motives_play_25;loneliness_1;loneliness_2;loneliness_3;loneliness_4;loneliness_5;loneliness_6;loneliness_7;loneliness_8;loneliness_9;loneliness_10;loneliness_11;loneliness_12;loneliness_13;loneliness_14;loneliness_15;loneliness_16;loneliness_17;loneliness_18;loneliness_19;loneliness_20;loneliness_21;loneliness_1_rec;loneliness_5_rec;loneliness_6_rec;loneliness_10_rec;loneliness_11_rec;loneliness_16_rec;loneliness_17_rec;loneliness_20_rec;loneliness_21_rec;MOT_social;MOT_escape;MOT_competition;MOT_coping;MOT_skill;MOT_fantasy;Loneliness_sum
35;2;3; ;Germany;2;2;1;3;1;2;3;3;4;2;4;3;4;1;2;1;4;1;4;4;1;1;3;1;1;3;1;1;2;1;1;4;1;2;1;2;1;4;3;3;1;1;3;2;4;2;2;3;3;1;1;1;1;2;3;2;3;3;3;2;2;3;2;2;3;2;2;2;3;1,5;1;2,75;1;2,5;38
25;2;2; ;Germany;2;1;1;1;6;0;4;3;3;3;1;1;1;1;2;2;2;2;5;1;2;2;2;2;4;1;2;1;1;2;3;1;1;2;1;2;2;2;3;2;2;2;3;2;4;3;3;2;2;3;3;3;3;3;2;4;2;3;3;2;2;3;3;3;2;3;2;2;1;2;1,5;1,75;2;3,5;52
29;2;3; ;Germany;2;2;1;3;1;0;3;3;4;4;3;3;4;2;4;2;4;2;1;4;1;1;2;2;1;4;1;1;1;4;1;4;1;1;1;2;4;4;3;3;1;2;3;3;4;3;3;3;3;2;1;1;3;3;2;3;2;3;4;2;2;2;2;2;2;3;2;1;3,5;1,75;1,25;2,25;3;1,75;42
37;2;3; ;Germany;2;2;1;3;1;1;3;3;2;1;4;4;4;1;4;2;4;2;4;2;4;2;5;2;2;2;5;1;1;2;2;2;1;3;1;4;1;5;3;4;2;1;2;3;4;3;2;3;3;1;1;1;3;3;4;2;2;4;4;2;3;2;2;2;2;1;1;1;1,75;4;1,5;3,5;1,75;3,25;38
37;2;3; ;Germany;2;2;1;1;1;0;4;3;2;4;4;3;5;1;3;2;5;5;5;2;4;4;5;4;2;2;1;2;2;4;2;4;1;1;2;4;5;5;3;2;1;1;3;2;4;3;3;3;3;2;3;3;2;4;2;2;3;4;4;2;2;3;2;2;1;3;1;1;2,25;2,25;2,5;4;4,5;3,5;42
30;2;2; ;Germany;2;2;1;3;3;0;4;3;5;5;3;3;4;1;4;2;5;2;3;2;3;2;4;2;1;2;4;2;1;2;2;2;1;2;2;4;2;5;4;3;2;3;3;3;4;3;2;3;4;2;2;3;3;3;2;2;3;4;4;1;2;2;2;1;2;3;1;1;1,75;3,25;2;3,5;2;2,75;43
37;2;4; ;Germany;2;2;2;3;1;2;4;3;4;4;3;3;3;1;1;1;2;1;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;3;2;1;3;3;2;2;2;3;3;4;2;2;3;3;2;1;2;2;3;3;2;2;3;3;2;2;2;2;2;2;2;2;2;1;1;2;1,75;1;1,5;39
20;2;2; ;Germany;2;1;1;2;2;0;4;3;4;3;4;4;3;1;4;3;4;2;2;2;4;4;3;1;3;2;2;2;1;2;3;2;1;1;3;3;1;5;2;4;3;3;2;2;4;4;3;3;2;2;2;1;3;2;3;2;3;2;2;3;3;3;2;3;3;2;3;3;1,75;2,75;3;2,75;1,5;3,25;55
33;2;3; ;Germany;2;2;2;3;1;0;4;3;5;5;2;2;2;1;2;1;2;1;2;1;2;1;1;1;2;1;2;1;1;1;2;1;1;1;1;1;1;2;4;3;2;2;2;4;4;3;2;2;2;1;1;1;2;2;4;3;1;3;3;1;3;1;3;3;3;1;2;2;1;1,75;1;1,25;1;2;40
32;2;3; ;Germany;2;2;1;2;1;2;3;3;2;3;3;3;3;1;2;4;2;1;1;1;1;4;2;1;1;2;1;2;1;1;1;1;1;1;4;2;1;5;3;3;1;1;4;3;4;2;2;4;4;1;2;3;1;4;3;2;2;3;4;2;1;2;1;1;1;2;2;1;1,25;1,25;3,5;1,75;1;2;33
25;2;2; ;Germany;2;1;1;3;5;2;4;3;3;2;4;3;5;1;2;2;3;2;3;3;2;2;3;3;3;3;2;1;1;2;3;3;1;2;2;2;2;5;3;3;2;2;4;3;4;3;3;2;4;2;1;2;2;4;3;3;2;4;4;2;1;2;3;1;1;2;1;1;2,5;2;1,75;2,25;2,25;3,5;39
23;2;2; ;Germany;2;1;2;2;3;0;4;3;3;4;3;4;3;1;2;4;2;2;1;1;1;4;2;2;1;2;1;3;1;2;1;2;1;1;3;2;2;2;4;3;1;1;4;4;4;1;1;4;3;1;1;1;1;3;3;2;2;4;4;1;1;1;1;2;2;2;1;1;1,5;1,25;3,5;1,75;2;1,25;27
35;2;3; ;Germany;2;2;1;2;1;1;3;3;4;4;4;3;5;1;2;1;4;4;5;2;4;1;5;2;2;2;5;1;2;2;4;1;1;2;1;4;2;5;3;3;1;1;3;3;4;3;3;3;2;2;1;1;2;3;3;2;3;3;3;2;2;2;2;3;2;2;2;2;1,5;3,25;1;3,75;2,5;4;41
20;2;2; ;Germany;2;1;2;2;2;0;4;3;3;2;3;3;4;1;1;3;2;3;1;4;2;2;3;2;1;4;1;1;1;2;1;3;1;1;1;2;3;2;4;2;2;2;4;4;4;1;1;4;4;1;2;1;1;4;3;2;2;4;4;1;1;1;1;1;1;2;1;1;3;1,25;1,75;2;2,5;1,25;27
25;2;2; ;Germany;2;1;1;3;2;0;4;3;2;4;1;1;3;1;3;4;1;4;4;2;1;4;4;5;2;2;2;3;1;4;3;1;1;2;3;3;5;3;3;2;1;1;3;3;4;3;2;2;2;2;1;3;1;3;3;3;2;4;4;2;2;2;3;3;2;2;1;1;1,5;2;3,5;2,25;4,5;3;39
37;2;3; ;Germany;2;1;2;2;0;0;4;3;5;5;3;3;3;1;2;2;2;4;1;1;3;2;4;4;2;1;3;1;1;5;2;1;1;2;1;4;2;4;2;2;4;4;1;2;4;3;3;1;2;3;3;4;3;2;2;4;3;2;2;3;4;3;4;3;3;3;3;3;1;2,5;1,5;2,75;3,75;2,25;65
27;2;3; ;Germany;2;2;2;2;0;0;4;3;4;3;3;3;3;1;1;2;4;4;4;1;1;2;4;4;2;1;1;1;1;3;2;1;1;1;1;2;3;5;4;3;3;3;2;3;4;3;3;4;3;3;1;2;3;1;3;1;2;2;4;1;3;2;1;2;4;2;3;1;1;1;1,5;2,75;3,5;3,25;46
36;2;3; ;Germany;2;1;3;2;0;0;4;3;3;3;3;3;3;1;4;2;4;2;2;1;3;5;5;2;2;1;4;1;2;3;1;2;1;2;1;3;1;2;3;3;2;3;1;3;4;2;1;2;3;3;1;1;3;3;3;4;3;3;4;2;4;2;3;2;2;2;2;1;1,25;3,25;2,25;3,5;2;1,75;46
37;2;5;5;Germany;2;2;1;3;1;0;4;3;4;3;4;4;4;1;4;2;3;1;1;1;4;2;3;2;1;1;4;2;1;2;1;2;1;1;2;3;1;5;4;2;3;3;4;4;4;3;3;4;4;2;2;2;2;4;3;1;2;4;4;1;1;1;1;1;1;2;1;1;1,25;3,25;2;2,5;1,5;2;35
31;2;3; ;Austria;2;1;1;2;0;0;4;3;3;3;3;3;4;1;2;5;2;4;1;2;1;5;5;5;1;5;2;2;1;5;1;2;1;1;3;5;5;2;4;2;1;1;4;4;4;1;3;4;4;1;1;1;1;4;4;3;2;4;4;1;1;1;1;1;1;1;1;1;2,5;1,5;3,75;3,25;4,75;1,25;26
42;2;3; ;Switzerland;2;1;2;2;0;0;4;3;3;2;4;3;4;1;1;2;1;2;4;1;1;2;2;4;2;1;1;2;1;2;2;1;1;1;2;2;2;4;4;3;1;2;4;4;4;2;2;4;4;2;1;1;2;4;4;3;2;4;4;1;1;1;1;1;1;1;1;1;1;1;2;1,5;2,5;3;30
29;2;3; ;Germany;2;2;2;1;1;0;4;3;3;3;3;3;3;1;2;1;1;1;1;1;1;1;4;2;1;1;1;1;1;4;1;1;1;1;1;4;4;1;3;2;2;2;3;3;4;2;3;3;2;2;1;3;2;3;3;3;2;3;3;2;2;2;2;3;2;2;2;2;1;1,25;1;2,5;2,75;1;43
37;2;3; ;Germany;2;2;2;2;0;0;4;3;4;3;3;3;3;1;1;1;1;1;1;1;5;1;4;1;1;1;5;1;1;1;1;1;1;2;1;4;1;5;2;1;1;4;1;1;4;1;4;1;1;1;4;4;1;1;1;1;4;1;1;3;4;4;4;4;4;4;4;4;1;3,25;1;2,5;1;2;61
36;2;4; ;Germany;1;2;2;2;2;1;4;3;4;4;3;3;3;1;2;2;4;4;2;1;2;3;4;3;2;2;3;2;2;3;4;1;1;1;2;4;3;5;4;2;1;1;3;3;4;2;1;3;3;1;1;1;1;4;3;3;2;4;4;1;2;2;2;2;1;2;1;1;1,25;2;2,25;3,5;3,25;3,25;30
34;2;3; ;Germany;2;1;1;2;1;0;4;3;3;3;3;3;3;2;2;1;3;2;2;2;1;3;4;2;1;2;2;1;1;2;1;1;1;1;1;2;2;4;4;2;1;1;4;3;4;3;2;3;3;3;1;1;1;3;2;3;1;3;2;1;1;2;2;2;2;3;2;3;1,75;1,5;1,5;2,5;2;2;37
37;2;3; ;Germany;2;2;2;2;1;0;4;3;5;5;3;3;3;1;2;2;5;3;5;2;4;3;5;2;2;2;4;2;1;2;4;2;1;1;2;4;3;5;4;3;1;1;4;3;4;2;2;3;3;1;1;1;3;2;4;3;2;4;4;1;1;2;2;2;3;1;1;1;1,75;2,75;2,25;3,75;2,5;4;34
23;2;3; ;Switzerland;2;2;1;2;1;0;4;3;4;3;3;3;4;1;2;1;2;1;3;1;2;2;3;2;2;2;2;1;1;1;2;2;1;2;1;2;1;3;3;2;1;2;3;4;4;1;1;3;3;2;1;1;2;4;4;2;2;4;4;2;2;1;2;2;1;1;1;1;1,5;2;1,25;2;1,25;2,5;30
31;2;3; ;Germany;2;4;2;2;0;0;4;3;2;4;3;2;4;1;3;2;3;4;4;3;3;2;4;5;1;3;2;2;2;4;1;1;1;2;1;3;4;3;3;2;2;2;3;3;4;3;2;2;3;1;1;1;1;3;4;3;2;4;4;2;2;2;3;2;2;1;1;1;2;2,5;1,75;3;4,25;2,25;36
56;2;3; ;Germany;2;1;2;2;5;0;4;3;4;4;4;4;3;1;1;4;2;1;4;1;1;4;2;4;1;1;1;2;1;1;1;1;1;1;1;1;4;4;4;3;1;2;3;4;4;1;3;3;4;1;1;1;1;4;3;3;1;4;4;1;2;1;2;1;1;2;1;1;1;1;2,75;1,5;2,5;2,5;30
43;2;3; ;Germany;2;2;3;2;1;0;4;3;3;3;3;3;3;1;2;2;3;3;3;1;2;2;4;3;2;2;2;1;3;4;2;2;1;2;2;3;3;4;2;3;2;2;1;2;4;3;3;2;2;3;2;2;3;3;1;3;3;2;2;3;4;3;3;3;2;4;3;3;1,5;2;1,75;3,25;3,25;2,75;57
41;2;3; ;United States of America;1;2;2;3;1;0;4;3;4;3;3;3;3;1;4;1;4;1;2;1;3;1;3;1;1;1;2;1;2;1;2;1;1;1;1;2;1;4;2;2;1;1;2;2;4;3;3;2;2;3;3;3;3;2;2;3;3;2;2;3;3;3;3;3;3;3;3;3;1;2,5;1;2,75;1;2,25;55
39;2;3; ;Austria;2;2;1;2;0;0;4;3;4;4;4;4;4;1;1;2;3;3;2;2;1;2;2;1;1;3;1;1;1;2;2;1;1;1;2;1;1;3;3;1;1;1;3;2;4;1;2;2;3;2;3;2;1;4;3;1;2;4;4;2;2;3;3;2;1;2;1;1;1,75;1;1,75;1,75;1,75;2;34
38;2;3; ;Germany;2;2;1;2;1;0;4;3;4;4;5;3;5;1;4;2;4;1;5;1;4;2;4;3;4;4;4;2;1;4;2;2;1;2;2;4;2;4;4;2;2;1;3;4;4;2;2;4;4;2;1;1;1;4;4;2;2;4;4;1;2;1;1;1;1;1;1;1;2;3,5;2;3,25;2,5;3,75;28
26;2;2; ;Germany;2;1;2;2;0;0;4;3;3;3;3;3;4;3;2;3;2;4;1;3;1;3;1;3;1;4;1;2;1;3;1;4;1;1;2;2;3;4;2;3;1;1;4;4;4;2;3;4;3;1;1;1;1;4;4;2;1;1;4;3;1;1;1;2;1;1;4;1;3,5;1,25;2,5;1,5;3,25;1,75;32
33;2;3; ;Germany;2;2;1;3;1;0;4;3;2;2;4;3;4;1;3;1;2;1;3;1;2;3;4;1;1;1;2;1;1;1;2;2;1;1;1;4;1;4;3;2;2;2;4;4;4;3;3;3;3;2;1;1;2;3;3;1;2;4;4;2;1;1;2;2;2;2;1;1;1,25;2;1,5;2,75;1;2,5;35
66;2;7; ;Switzerland;2;3;1;2;0;0;5;3;3;3;3;3;3;1;1;1;2;4;2;1;1;2;2;3;1;1;2;1;1;3;1;1;1;1;1;1;3;4;4;3;2;3;3;2;4;3;1;4;3;1;1;3;2;3;4;3;3;4;4;1;2;3;1;2;2;1;1;1;1;1,25;1,25;1,5;3,25;2;39
43;1;3; ;Germany;2;2;1;3;1;1;4;3;4;4;4;4;4;1;1;1;1;1;1;1;1;4;4;4;1;1;1;2;1;4;1;2;1;1;4;2;4;1;4;3;3;1;4;3;4;3;3;4;4;2;1;1;1;4;4;3;3;4;4;1;1;2;1;1;1;1;1;1;1,25;1;2,75;2;3,25;1;34
33;1;3; ;Germany;2;2;2;3;1;0;4;3;4;3;4;3;3;1;4;2;5;2;1;2;2;2;5;4;1;4;2;1;2;3;1;2;1;1;1;2;3;5;4;3;1;2;4;4;4;2;1;4;4;2;1;2;2;4;4;1;2;4;4;1;1;1;1;1;1;1;1;1;2,25;2,25;1,5;3,5;3;2;28
35;2;3; ;Germany;2;1;1;2;0;0;3;3;4;4;3;3;3;1;4;4;4;4;5;1;1;2;3;3;3;4;2;1;3;2;2;1;1;1;1;4;3;2;2;2;3;3;1;2;4;2;3;2;2;3;3;3;3;2;3;3;3;2;2;3;4;3;3;3;3;2;3;3;1,75;2;2;3,5;3;3;58
25;2;3; ;Germany;2;2;2;2;2;0;4;3;4;4;3;3;3;1;2;2;1;1;4;1;2;4;2;1;1;1;2;2;1;1;2;2;1;2;2;2;1;3;4;1;1;1;3;3;4;2;3;2;3;2;2;3;3;4;3;4;3;3;3;1;2;2;3;2;1;2;2;2;1,25;2;2,5;1,5;1;2,5;42
29;2;3; ;Luxembourg;2;1;3;2;3;0;4;3;4;4;3;3;3;1;2;2;3;3;4;1;2;3;5;3;2;1;1;1;2;2;2;2;1;1;2;5;3;4;4;2;1;1;3;3;4;2;3;3;3;2;2;3;2;3;2;3;2;4;4;1;2;2;2;2;2;3;1;1;1,25;1,5;2;3,75;2,75;3;39
44;2;3; ;Germany;2;1;1;2;0;0;4;3;4;4;3;3;3;1;4;1;4;2;1;2;2;1;3;2;1;1;2;2;1;1;1;1;1;1;2;4;2;5;3;2;1;3;4;2;4;2;2;2;3;2;1;1;2;4;4;4;1;4;4;2;1;3;3;2;1;1;1;1;1,25;2,25;1,5;3;1,75;2;36
46;2;3; ;Germany;2;1;1;3;0;0;4;3;4;3;4;4;3;2;5;4;4;2;5;2;4;3;4;2;2;1;5;2;2;2;3;2;1;4;3;3;2;4;4;2;2;2;3;2;4;2;3;2;2;3;2;3;2;3;2;4;3;2;2;1;2;3;3;3;2;3;3;3;1,75;4,5;3;3,25;2;3,5;51
32;2;3; ;Germany;2;2;1;2;2;0;4;3;4;4;3;3;3;2;4;3;4;5;4;2;4;3;5;4;3;2;5;3;2;3;4;3;1;2;2;3;5;5;4;3;3;1;4;3;4;2;2;4;3;1;2;2;3;4;3;2;2;4;4;1;1;2;1;2;1;2;1;1;2,25;3,75;2,75;3,5;4,25;4;35
48;2;3; ;Germany;2;3;2;3;0;2;4;3;4;3;4;4;3;2;1;2;4;3;1;2;1;2;3;2;2;2;1;2;1;2;1;1;1;1;2;3;2;4;4;3;2;3;2;3;4;3;3;2;3;2;2;1;2;2;3;4;3;2;3;1;3;2;3;2;3;2;3;2;1,75;1;2;2,75;2,25;2;49
42;2;3; ;Germany;2;2;2;3;1;0;3;3;4;4;4;3;3;1;4;1;4;1;4;1;2;1;5;2;1;1;4;1;4;4;4;1;1;4;1;4;1;4;4;2;1;1;4;4;4;2;3;4;4;1;1;2;2;4;4;2;2;4;4;1;1;1;1;1;1;1;1;1;1;3,5;1;4,25;2;3,25;28
40;2;4;2;Germany;2;1;1;3;2;0;4;3;4;4;3;3;3;1;4;2;5;5;5;1;5;5;5;4;2;2;4;2;4;4;2;2;1;4;5;5;5;5;3;3;3;3;4;3;4;3;3;4;3;3;3;3;3;4;3;2;3;3;3;2;1;2;1;2;1;2;2;2;1,5;4,25;3,5;4,75;4,5;3,5;47
42;2;5; ;Germany;2;1;1;2;0;0;4;3;4;4;3;3;3;1;1;2;1;1;1;1;2;2;5;2;1;2;2;2;1;1;1;1;1;1;2;2;1;5;3;3;1;2;4;3;4;1;3;3;3;1;1;2;1;4;3;2;2;4;4;2;1;2;2;2;1;2;1;1;1,25;1,5;2;2,25;1,25;2;33
58;4;3; ;Germany;2;4;3;2;8;1;4;3;3;3;3;3;3;1;2;1;2;1;4;1;1;2;4;4;1;1;2;1;4;2;2;1;1;1;2;2;2;2;3;3;2;2;2;2;4;3;3;3;2;2;2;2;1;4;4;1;3;4;4;2;3;3;2;3;1;1;1;1;1;1,5;1,5;3;2,25;2,25;41
38;2;3; ;Germany;2;1;2;2;0;0;4;3;5;5;3;3;3;1;1;1;1;2;2;1;2;1;1;2;3;1;2;1;1;2;2;1;1;1;1;1;2;5;4;3;2;2;4;4;4;2;1;4;3;2;1;1;1;4;2;3;2;4;4;1;1;1;1;2;1;3;1;1;1;1,5;1;1;2;3;32
20;2;2; ;Germany;2;2;1;2;3;0;4;3;4;3;4;4;5;1;2;4;4;3;1;4;1;4;4;2;1;4;2;3;2;1;1;4;1;2;3;3;2;2;3;3;2;2;3;3;4;2;3;3;3;3;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;3,25;1,75;3,5;3,25;2;1,25;46
35;2;3; ;Germany;2;2;2;2;1;2;3;3;4;3;3;4;4;1;4;2;4;1;1;1;1;4;2;2;1;2;2;1;1;1;1;3;1;2;1;2;1;3;3;3;1;1;3;2;4;2;2;3;3;1;1;1;1;3;3;2;2;3;3;2;2;3;2;2;2;2;2;2;1,75;2,25;2;2,25;1,25;1,5;36
31;2;3; ;Germany;2;2;1;3;0;0;4;3;5;4;3;3;4;1;2;2;3;1;1;1;2;2;2;1;1;3;3;2;2;1;1;1;1;1;1;2;1;4;2;3;3;2;2;2;4;3;2;2;2;3;2;1;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;2;1,5;2;1,75;2,25;1;1,75;52
18;2;1; ;Germany;2;1;2;2;3;1;4;3;5;5;5;5;5;1;1;5;5;1;1;1;1;5;1;4;5;2;1;1;1;5;1;1;1;1;1;1;5;1;3;2;1;1;4;3;4;1;2;3;3;1;1;1;1;3;4;1;3;4;4;2;1;2;2;2;2;1;1;1;1,25;1;3;2;3,75;2;29
33;1;3; ;Germany;2;2;1;1;1;0;3;3;2;2;3;3;4;1;4;1;5;2;2;1;4;2;5;2;2;2;4;1;3;2;2;2;1;2;1;4;2;5;3;2;2;2;3;2;4;3;3;3;2;2;2;3;2;4;2;2;3;4;4;2;2;3;2;3;1;3;1;1;1,5;3,5;1,25;4,25;2;2,75;44
55;2;4; ;Germany;2;1;2;1;0;0;4;3;4;4;3;3;3;1;2;1;2;2;2;1;1;2;2;2;1;1;2;1;1;2;2;1;1;2;1;2;2;2;4;3;2;2;4;3;4;2;3;4;4;3;1;1;2;3;4;3;3;4;4;1;1;2;1;1;2;1;1;1;1;1,75;1,25;1,75;2;1,75;36
43;2;3; ;Austria;2;2;1;2;1;0;4;3;3;3;3;3;5;1;2;4;4;1;1;2;1;1;5;1;1;1;1;1;1;1;1;5;1;1;1;4;1;1;4;2;1;1;4;4;4;1;1;3;4;1;1;1;1;4;4;3;1;4;4;1;1;1;2;1;1;1;1;1;2,25;1,25;1,75;3,5;1;1;24
36;2;5; ;Germany;2;2;1;2;1;2;3;3;2;2;3;3;3;1;2;1;4;4;2;1;2;4;4;2;1;1;2;1;2;2;2;1;1;2;2;2;4;4;4;3;2;2;1;3;4;3;3;3;2;3;3;2;3;2;4;3;2;2;2;1;4;2;2;3;3;1;3;3;1;2;2;3;3;2,25;51
32;1;3; ;Germany;2;2;1;3;1;0;4;3;3;3;4;3;3;1;2;1;4;5;5;1;4;1;5;4;4;2;4;1;2;3;2;3;1;4;1;3;4;5;4;3;3;2;1;2;4;4;3;4;2;4;3;2;4;2;3;1;4;4;2;1;4;3;1;3;3;2;1;3;1,75;3,5;1;3,5;4;4;54
24;2;3; ;Germany;2;1;1;2;0;0;4;3;3;3;3;3;3;1;2;1;4;2;4;1;2;2;4;2;1;1;4;1;2;1;1;1;1;1;1;4;2;5;2;3;3;3;2;2;4;3;3;2;2;3;3;3;3;3;2;3;3;2;4;3;3;3;3;3;2;3;3;1;1;2,25;1,25;3,5;1,75;2,75;57
41;2;3; ;Germany;2;1;2;1;0;0;4;3;4;4;1;1;1;1;2;1;4;4;3;1;1;2;2;4;4;4;2;2;1;4;4;4;1;1;2;2;4;4;3;4;3;4;3;2;4;3;3;3;3;2;2;2;1;4;4;3;3;3;3;2;2;3;2;2;1;1;2;2;2,5;1,5;1,75;2,25;4;3,75;47
51;2;5; ;Austria;2;1;2;1;0;0;4;3;3;3;3;3;3;2;5;2;5;2;5;1;5;4;5;2;4;4;5;1;1;2;5;2;1;5;1;5;2;5;1;4;4;4;1;1;4;4;4;1;1;4;3;4;4;1;2;4;4;1;1;4;4;4;4;4;4;3;4;4;2,25;5;2;4;2;4,75;78
34;2;3; ;Germany;2;1;2;3;0;0;4;3;2;3;3;2;3;1;2;2;4;2;2;1;3;2;4;2;1;1;2;1;1;2;1;2;1;1;2;4;3;3;3;3;2;3;2;2;4;3;3;3;1;3;4;3;3;2;2;3;1;3;3;2;3;3;2;4;3;3;2;2;1,25;2;1,75;3,25;2,25;1,75;55
30;2;2; ;Germany;2;1;2;2;1;0;4;3;3;3;3;3;3;1;2;2;3;4;5;2;4;1;2;4;1;2;2;1;1;4;2;1;1;1;1;2;4;5;3;1;2;2;4;2;4;3;2;2;3;2;3;2;3;4;2;3;2;4;4;2;1;3;3;2;1;3;1;1;1,5;2,25;1,25;2;4;3,25;42
26;2;3; ;Germany;2;1;1;3;0;0;4;3;1;3;1;1;3;1;2;4;4;2;4;3;2;3;2;3;4;2;1;1;2;4;2;2;1;1;2;2;2;4;3;3;2;3;4;2;4;2;3;2;2;2;3;3;1;2;2;3;2;3;3;2;1;3;3;3;3;3;2;2;2;1,5;2,5;2,5;2,75;3,5;49
35;2;5; ;Germany;2;2;1;2;0;0;3;3;2;2;1;3;2;1;5;2;5;4;4;1;4;2;4;4;2;1;5;1;2;2;2;2;1;2;2;4;2;5;2;2;4;2;2;2;4;3;4;2;3;1;2;3;3;2;2;4;2;3;1;3;3;3;3;2;3;3;2;4;1,25;4;1,75;3,75;3;3,25;56
29;2;3; ;Austria;2;2;3;2;1;0;4;3;4;4;4;4;4;1;3;4;5;3;5;3;4;4;5;4;3;3;4;2;2;3;3;2;1;3;2;4;3;4;3;3;1;1;4;4;4;1;3;4;4;2;1;1;1;4;3;3;1;4;4;2;1;1;1;1;1;2;1;1;2,25;3,5;3;4;3,25;3,75;29
47;2;3; ;Austria;2;2;2;2;4;1;4;3;3;3;3;3;3;1;2;1;3;2;3;1;2;3;2;1;1;2;1;1;1;2;2;3;1;1;1;2;3;4;3;1;1;1;2;2;4;1;2;1;1;1;2;2;1;1;1;2;2;2;2;2;3;3;4;4;4;4;3;3;1,75;1,5;1,5;2;2;2,5;46
24;1;2; ;Germany;2;1;2;2;1;0;4;3;4;4;1;1;1;1;5;4;5;5;5;1;5;4;5;5;5;3;5;4;5;5;5;5;1;5;3;5;5;5;2;3;2;2;4;4;4;3;2;4;4;3;3;3;2;3;3;3;4;3;3;3;1;1;1;1;2;2;2;2;2,5;5;3,75;5;5;5;45
21;2;2; ;Germany;2;2;2;2;2;0;5;3;5;4;5;3;5;1;1;1;2;1;1;1;1;2;1;1;1;3;1;1;1;1;1;3;1;1;1;1;1;4;3;3;3;3;2;3;4;3;2;3;3;2;1;3;3;2;3;3;2;3;2;2;3;2;2;2;3;2;2;3;2;1;1,25;1,25;1;1,75;49
20;2;2; ;Germany;2;1;1;2;3;0;4;3;2;3;2;2;2;1;4;4;4;3;3;2;4;1;4;3;2;2;4;2;1;2;2;3;1;3;2;4;3;4;3;2;3;2;4;3;4;3;3;3;2;2;1;2;3;4;4;4;3;4;4;2;1;2;2;3;1;1;1;1;2;3,75;2,25;3,25;2,75;2,75;42
22;2;3; ;Germany;2;2;1;2;1;0;4;3;3;4;3;3;4;1;2;4;3;4;5;4;1;5;3;4;1;5;1;4;1;4;1;3;1;1;4;4;4;2;4;3;1;1;4;4;4;3;2;3;4;1;1;1;2;3;4;2;2;4;4;1;1;1;2;1;2;1;1;1;3,25;1,25;4,25;2,75;4;2,25;30
20;2;3; ;Germany;2;1;1;1;3;0;4;3;3;3;4;3;3;1;2;3;3;2;2;4;1;2;4;4;1;2;2;1;1;2;1;1;1;1;2;2;3;2;3;1;1;1;3;3;4;1;1;2;1;1;1;1;1;1;1;2;2;2;3;2;2;2;3;4;4;4;3;2;2;1,5;2;2,5;2,75;1,5;39
34;1;6; ;Germany;2;2;1;2;2;1;4;3;3;3;3;3;4;1;4;2;5;2;1;5;2;2;5;2;1;4;2;1;1;2;1;4;1;1;2;2;2;2;4;2;1;1;4;4;4;2;2;4;4;1;1;1;2;3;4;1;4;4;4;1;1;1;1;1;2;1;1;1;3,5;2,25;1,75;3,25;2;1,25;28
37;2;3; ;Germany;2;2;2;3;1;1;3;3;4;4;3;3;4;1;2;2;2;2;1;2;2;2;3;2;1;1;2;1;2;3;1;2;1;1;1;2;2;2;3;2;2;3;4;2;4;3;3;2;2;1;1;3;2;4;3;1;3;3;4;2;1;3;3;3;1;2;2;1;1,5;1,75;1,5;2,25;2,25;1,25;42
34;2;3;4;Germany;2;2;2;1;1;1;4;3;3;3;1;1;1;1;2;1;2;2;1;1;1;1;3;2;1;2;3;1;1;3;3;3;1;1;2;2;2;5;4;1;2;2;1;3;4;2;3;2;3;2;1;1;1;4;3;4;2;3;4;1;4;2;3;2;1;2;2;1;1,75;1,75;1,25;2;2,25;2,5;39
39;2;4; ;Germany;2;2;2;2;1;0;4;3;3;3;3;3;3;1;2;1;2;2;2;1;2;2;2;1;1;2;2;2;2;1;1;2;1;2;2;2;1;4;3;3;2;1;2;3;4;3;2;3;3;2;3;2;2;3;3;2;2;4;4;2;3;2;2;2;2;2;1;1;1,5;2;1,75;2;1,25;2;41
36;1;3; ;Germany;2;2;1;3;1;0;4;3;4;4;3;3;4;1;2;3;3;4;3;2;4;3;4;3;1;1;3;1;1;1;1;2;1;1;2;3;4;4;3;4;2;2;2;3;4;3;2;2;2;2;2;1;3;2;3;2;2;2;3;2;3;2;3;3;3;2;3;2;1,5;2,5;2,25;2,75;3;2,25;48
